Year,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,Population,Life expectancy 
2003,613,43,1.08,84,167,15.2,70,85,84,24.2,12336687,44.6
2002,67,46,1.1,64,92,14.8,75,79,64,24.7,1213711,44
2001,599,48,1.15,,150,14.4,80,86,9,25.1,11695863,43.5
2000,588,51,1.18,,304,14.1,84,73,75,25.5,11376172,43.1
2015,123,4,,99,1318,4.6,4,99,99,0.1,3723155,75
2014,126,4,0.52,96,221,39.5,4,97,97,0.1,322817,74.8
2013,128,3,0.53,96,195,38.5,4,97,97,0.1,2976724,74.6
2012,129,3,0.53,97,1868,37.4,4,97,97,0.1,2917456,74.5
2011,13,3,0.51,96,1569,36.3,4,96,96,0.1,28635128,74.3
2010,131,3,0.49,96,73,35.3,4,96,96,0.1,28112289,74.1
2009,131,3,0.47,96,153,34.4,4,97,97,0.1,2765383,74
2008,132,3,0.47,97,334,33.4,4,97,97,0.1,2711169,73.8
2007,133,3,0.43,96,394,32.5,4,97,97,0.1,26625845,73.7
2006,134,3,0.42,95,564,31.6,4,95,95,0.1,26143566,73.6
2005,135,3,0.46,96,1407,3.7,4,96,96,0.1,25659393,73.4
2004,137,3,0.49,94,5729,29.8,4,95,95,0.1,2517419,73.2
2003,138,3,0.48,95,632,28.8,4,96,96,0.1,2468873,73.1
2002,14,4,0.49,95,408,27.9,4,94,94,0.1,24198811,72.9
2001,144,4,0.53,95,2198,27,5,95,96,0.1,2369897,72.7
2000,149,4,0.54,97,6187,26,5,98,98,0.1,2318568,72.4
2015,61,0,,99,0,27.4,0,99,99,0.1,49163,78.5
2014,62,0,0.01,99,0,26.2,0,99,99,0.1,41,78.2
2013,64,0,0.01,99,0,25.1,0,99,99,0.1,393,77.9
2012,65,0,0.01,99,0,24.1,0,99,99,0.1,385,77.6
2011,67,0,1.92,96,0,23.1,0,96,96,0.1,377,77.3
2010,73,0,1.83,97,0,22.1,0,97,96,0.1,367,76.7
2009,75,0,1.59,98,6,21.2,0,98,98,0.1,36,76.3
2008,81,0,1.76,98,0,2.3,0,98,98,0.1,362,75.9
2007,82,0,1.78,98,20,19.5,0,98,98,0.1,349,75.4
2006,88,0,1.62,98,47,18.7,0,98,98,0.1,333,75
2005,93,0,1.47,98,1395,18,0,98,98,0.1,321,74.3
2004,16,0,1.6,97,37,17.3,0,96,96,0.1,312,73.4
2003,112,0,1.75,98,75,16.7,0,98,98,0.1,34,72.7
2002,124,0,1.95,98,926,16.2,0,98,98,0.1,297,71.8
2001,129,0,1.98,98,0,15.6,0,97,98,0.1,292,78
2000,139,0,1.83,96,20,15.2,0,98,98,0.1,286,69.6
2015,266,52,,64,215,23.8,84,66,64,1.5,1746795,58.2
2014,272,52,0.01,73,290,23.2,85,74,73,1.6,16962846,57.8
2013,275,53,0.01,69,221,22.5,86,7,69,1.6,16477818,57.3
2012,27,53,0.01,66,341,21.9,88,72,66,1.5,16667,57.2
2011,271,54,0.61,66,24,21.3,90,72,66,1.5,1554989,56.8
2010,273,54,0.6,72,1719,2.7,91,77,73,1.5,157585,56.5
2009,276,55,0.59,71,2939,2.2,93,77,73,1.6,1466597,56
2008,278,55,0.57,74,98,19.6,94,74,74,1.6,14138216,55.5
2007,282,56,0.55,74,2,19,96,76,74,1.7,1367566,55
2006,288,57,0.53,9,128,18.5,98,79,78,1.8,1322764,54.3
2005,29,57,0.55,83,33,18,101,78,77,1.9,12798763,53.6
2004,296,58,0.49,73,172,17.5,103,7,69,2,1239196,52.8
2003,299,59,0.54,79,232,17,106,67,63,2.2,125128,52
2002,31,60,0.53,,717,16.5,108,65,61,2.3,11638929,51.2
2001,34,60,0.51,,4464,16.1,110,56,49,2.4,11293258,55
2000,37,60,0.47,,1578,15.6,111,53,43,2.5,196769,49.8
2015,54,0,,95,2,69.6,0,97,97,0.1,431874,81.7
2014,55,0,8.49,9,0,69.2,0,99,99,0.1,427364,81.4
2013,57,0,8.58,94,0,68.8,0,99,99,0.1,423374,81.1
2012,58,0,7.67,93,0,68.4,0,99,99,0.1,419455,81
2011,59,0,6.91,82,3,68,0,96,96,0.1,416268,87
2010,62,0,7.91,75,0,67.6,0,76,76,0.1,41458,83
2009,63,0,7.38,86,1,67.1,0,73,73,0.1,412477,82
2008,64,0,7.14,86,1,66.6,0,72,72,0.1,49379,80
2007,65,0,7.45,82,2,66.1,0,76,74,0.1,46724,79.6
2006,66,0,8.84,86,1,65.6,0,83,85,0.1,4538,79.3
2005,67,0,6.41,85,6,65,0,94,92,0.1,43834,79
2004,69,0,6.53,85,4,64.5,0,89,89,0.1,41268,78.7
2003,71,0,6.7,89,4,63.9,0,94,94,0.1,398582,78.5
2002,75,0,5.73,,7,63.4,0,95,95,0.1,395969,78.2
2001,79,0,5.62,,2,62.8,0,95,95,0.1,39328,77.8
2000,8,0,5.59,,2,62.3,0,94,94,0.1,3987,77.5
2013,,0,0.01,8,0,81.6,0,79,79,0.1,,
2015,25,8,,73,1,3.8,12,67,73,0.9,4182341,63.1
2014,26,8,0.01,84,14,3.1,12,84,84,0.9,46392,63
2013,28,8,0.01,8,62,29.4,12,8,8,1.1,394617,62.7
2012,29,8,0.01,8,35,28.8,12,8,8,1.2,383239,62.5
2011,212,8,0.01,75,234,28.1,12,73,75,1.2,3717672,62.2
2010,214,8,0.01,64,1292,27.4,12,52,64,1.2,369543,62
2009,215,8,0.01,64,322,26.8,12,63,64,1.2,356288,61.7
2008,217,8,0.02,74,4,26.1,12,73,74,1.3,347541,61.4
2007,219,8,0.02,74,11,25.5,12,75,75,1.3,3312665,61.2
2006,221,8,0.01,68,22,24.8,12,68,68,1.3,322653,69
2005,223,8,0.01,42,127,24.2,12,71,71,1.3,31372,66
2004,224,8,0.01,,5039,23.6,12,68,7,1.3,342823,64
2003,226,8,0.01,,3611,22.9,12,75,76,1.3,2957117,63
2002,228,7,0.02,,883,22.3,12,91,89,1.2,2873228,62
2001,229,7,0.01,,1398,21.7,12,75,75,1.2,279729,61
2000,23,7,0.03,,0,21.1,11,58,51,1.1,279359,60
2015,146,0,,97,0,33.3,0,98,97,0.1,126265,74.6
2014,148,0,0.01,97,0,32.8,0,98,97,0.1,126934,74.2
2013,147,0,0.01,98,0,32.3,0,98,98,0.1,1258653,74.1
2012,154,0,0.01,98,0,31.8,0,98,98,0.1,1255882,73.9
2011,158,0,3.03,98,2,31.3,0,98,98,0.1,125244,73.6
2010,163,0,2.95,99,12,3.7,0,99,99,0.2,1254,73.3
2009,166,0,2.83,99,15,3.2,0,99,99,0.1,1247429,72.8
2008,166,0,2.49,99,12,29.7,0,99,99,0.1,1244121,72.7
2007,161,0,3.24,97,13,29.1,0,96,97,0.1,123963,72.9
2006,165,0,3.73,97,3,28.6,0,98,97,0.1,1233996,71.8
2005,168,0,3.94,97,7,28,0,97,97,0.1,1228254,72.1
2004,168,0,4.16,98,28,27.5,0,98,98,0.1,12213,71.9
2003,174,0,4.08,97,777,26.9,0,99,99,0.1,121337,71.5
2002,179,0,4.14,88,0,26.4,0,88,88,0.1,124621,71.5
2001,177,0,4.38,92,0,25.8,0,93,92,0.1,1196287,71.5
2000,177,0,4.6,88,0,25.3,0,88,88,0.1,1186873,71
2015,122,30,,82,0,63.5,35,87,87,0.1,12589949,76.7
2014,122,31,5.26,84,3,62.8,36,87,87,0.1,1242216,76.6
2013,12,32,5.23,82,0,62.1,37,83,83,0.1,122535969,76.6
2012,123,33,5.29,99,0,61.5,38,99,99,0.1,1282837,76.3
2011,124,34,5.3,98,3,6.8,39,97,97,0.1,119917,76.1
2010,127,35,5.21,93,0,6.1,40,95,95,0.1,117318941,75.6
2009,13,36,5.27,95,0,59.4,42,95,95,0.1,11555228,75.7
2008,127,37,5.36,97,0,58.7,43,96,96,0.1,11366189,75.6
2007,123,38,5.35,98,0,57.9,45,98,98,0.1,111836346,76
2006,125,40,5.11,98,23,57.2,47,98,98,0.1,1192378,75.8
2005,126,42,4.93,98,6,56.4,49,98,98,0.1,18472228,75.3
2004,124,44,4.9,98,64,55.7,52,98,98,0.1,16995583,75.4
2003,127,46,4.88,98,44,54.9,55,98,98,0.1,1564453,75
2002,127,49,4.77,97,0,54.1,58,98,97,0.1,1435568,75
2001,126,52,4.86,97,3,53.2,62,97,97,0.1,136768,75
2000,129,55,4.99,97,30,52.4,66,97,97,0.1,11719673,74.8
2015,166,0,,78,0,69.4,0,71,72,0.1,,69.4
2014,164,0,1.58,81,140,68.7,0,76,77,0.1,,69.4
2013,166,0,1.67,83,0,68.1,0,81,81,0.1,,69.2
2012,168,0,2.98,82,0,67.5,0,81,81,0.1,,69
2011,169,0,1.89,83,0,67,0,83,84,0.1,,68.9
2010,171,0,1.76,88,0,66.4,0,85,85,0.1,,68.7
2009,172,0,2.06,89,0,65.8,0,81,91,0.1,,68.5
2008,174,0,1.97,89,0,65.2,0,88,85,0.1,,68.4
2007,175,0,1.64,9,0,64.7,0,79,79,0.1,,68.2
2006,176,0,1.73,84,0,64.1,0,81,67,0.1,,68
2005,178,0,1.9,91,0,63.6,0,94,94,0.1,,67.9
2004,179,0,2.02,8,0,63.2,0,82,78,0.1,,67.7
2003,18,0,3.15,89,0,62.8,0,88,92,0.1,,67.5
2002,21,0,2.78,85,0,62.4,0,84,84,0.1,,66.2
2001,183,0,2.82,81,0,62,0,79,75,0.1,,67.2
2000,185,0,2.23,87,0,61.5,0,85,85,0.1,,67
2013,,0,0.01,99,0,,0,99,99,0.1,,
2015,222,1,,99,20359,52.7,1,99,99,0.1,2976877,68.8
2014,225,1,0.01,99,0,51.5,1,99,99,0.1,2923896,68.4
2013,227,1,0.01,98,0,5.4,1,98,98,0.1,286917,68.1
2012,231,1,0.01,99,0,49.2,2,99,99,0.1,2814226,67.8
2011,235,1,0.01,99,0,48,2,99,99,0.1,2761516,67.3
2010,25,1,5.8,96,7,46.9,2,96,96,0.1,271265,66.3
2009,235,1,4.61,97,8,45.9,2,96,95,0.1,2668289,66.9
2008,225,2,4.26,96,31,44.9,2,95,96,0.1,2628131,67.4
2007,26,2,3.79,98,12,43.9,2,99,95,0.1,259167,65.9
2006,271,2,2.91,98,26,43,2,98,99,0.1,255812,65
2005,274,2,2.75,98,0,42.1,2,99,99,0.1,2526446,64.5
2004,284,2,1.75,98,0,41.3,2,99,99,0.1,2496832,64
2003,271,2,1.31,98,18,4.5,2,98,98,0.1,2469286,64
2002,263,2,2.43,98,1205,39.8,2,98,98,0.1,2443659,63.8
2001,266,2,2.87,95,10677,39.1,3,95,95,0.1,2419776,63.2
2000,274,2,2.79,93,925,38.5,3,94,94,0.1,2397436,62.8
2015,16,0,,82,0,61.8,0,89,89,0.1,622159,76.1
2014,17,0,0.01,87,0,61.3,0,91,91,0.1,62181,75.9
2013,19,0,0.01,9,0,6.7,0,94,94,0.1,62127,75.8
2012,11,0,0.01,9,0,6.2,0,94,94,0.1,6261,75.6
2011,113,0,6.56,91,5,59.7,0,95,95,0.1,6279,75.4
2010,115,0,6.56,9,5,59.1,0,93,94,0.1,619428,75.3
2009,117,0,6.45,87,0,58.5,0,91,92,0.1,618294,75
2008,121,0,6.17,93,0,57.8,0,95,95,0.1,616969,74.6
2007,125,0,4.98,9,0,57.2,0,92,92,0.1,615875,74.2
2006,13,0,5.38,9,0,56.5,0,9,9,0.1,61525,73.8
2005,133,0,,,0,55.7,0,,,0.1,614261,73.6
2004,134,0,0.01,,0,55,0,,,0.1,613353,73.5
2003,134,0,0.01,,0,54.2,0,,,0.1,612267,73.5
2002,136,0,0.01,,0,53.5,0,,,0.1,69828,73.4
2001,136,0,0.01,,0,52.7,0,,,0.1,67389,73.3
2000,144,0,0.01,,0,51.9,0,,,0.1,6495,73
2015,95,17,,99,17,58.5,20,99,99,0.1,3483322,74.3
2014,96,18,0.43,99,10,57.5,21,99,99,0.1,3431882,74.1
2013,97,18,0.45,99,92,56.5,21,99,99,0.1,33824769,73.9
2012,99,19,0.55,99,668,55.5,22,99,99,0.1,33333789,73.6
2011,14,19,0.54,98,982,54.6,22,98,99,0.1,32858823,73.3
2010,11,20,0.56,98,633,53.6,23,99,99,0.1,3249639,72.8
2009,116,20,0.62,98,834,52.7,23,99,99,0.1,31989897,72.3
2008,123,21,0.51,97,1455,51.7,24,99,99,0.1,31596855,71.8
2007,128,21,0.56,95,2248,5.8,25,95,95,0.1,31225881,71.4
2006,133,22,0.58,95,1217,49.9,25,97,97,0.1,3869346,71
2005,137,22,0.47,96,0,49.1,26,98,98,0.1,35217,77
2004,142,23,0.56,95,6399,48.2,27,97,97,0.1,3179285,72
2003,146,24,0.58,9,10841,47.3,28,91,91,0.1,29843937,69.9
2002,15,25,0.46,92,6000,46.5,29,94,94,0.1,29512368,69.5
2001,155,26,0.46,84,2724,45.7,30,93,96,0.1,29181832,69
2000,16,27,0.45,43,7368,44.8,32,95,95,0.1,28849621,68.6
2015,355,60,,8,79,22.6,81,8,8,3.9,281691,57.6
2014,375,61,0.01,79,9,22.2,84,79,79,4.1,27212382,56.7
2013,46,62,1.16,78,8,21.8,87,78,78,5.1,26434372,55.3
2012,48,64,1.19,76,145,21.3,90,73,76,6.9,2567666,54.8
2011,47,66,0.94,76,177,2.9,94,73,76,9.6,249395,54.3
2010,47,69,0.96,74,2321,2.5,98,73,74,10.8,2422145,54
2009,4,70,1.18,74,60,2.1,101,74,74,11.3,2352463,53.8
2008,45,72,1.48,75,4,19.7,104,74,75,12.6,22846758,53.2
2007,425,74,1.03,75,267,19.3,108,75,75,14.1,22188387,52.1
2006,434,78,1.2,75,183,18.9,113,73,78,16.3,21547463,51.2
2005,434,80,1.23,75,12598,18.5,117,71,8,16.2,29237,58
2004,429,82,1.54,76,9396,18.1,120,69,83,15.9,231275,54
2003,424,85,1.68,76,28898,17.7,124,67,85,15.3,19716598,51
2002,416,87,2.16,76,7155,17.3,127,76,76,14.5,19139658,49.8
2001,48,90,2.09,25,7085,16.9,132,72,73,13.4,18588758,49.5
2000,43,93,1.14,,7375,16.5,136,69,7,12.2,1867687,49
2015,199,39,,89,6,23.8,50,89,89,0.3,5243669,66.6
2014,21,40,0.01,88,122,22.9,52,88,88,0.3,51924182,66.4
2013,22,42,0.7,75,1010,22.1,55,76,75,0.4,51448196,66.2
2012,25,44,0.55,58,2175,21.3,58,87,84,0.5,5986514,65.9
2011,27,47,0.33,4,2046,2.5,61,9,84,0.5,555331,65.6
2010,29,49,0.3,92,190,19.8,65,9,9,0.5,5155896,65.4
2009,211,52,0.28,91,329,19.1,69,9,9,0.6,49869,65.2
2008,296,59,0.3,85,333,18.3,96,85,85,0.6,49479752,59.2
2007,217,58,0.26,85,1088,17.6,78,84,86,0.6,49171586,64.5
2006,22,61,0.28,75,760,17,83,82,82,0.6,48846474,64.2
2005,224,64,0.28,62,314,16.4,87,86,73,0.5,48482614,63.9
2004,228,66,0.44,39,1329,15.7,90,92,82,0.5,487377,63.5
2003,231,69,0.4,8,830,15.2,93,86,78,0.5,47624894,63.2
2002,235,71,0.41,,736,14.6,96,84,79,0.4,471422,62.8
2001,239,72,0.38,,2519,14.1,98,77,73,0.4,46627994,62.5
2000,243,73,0.35,,845,13.6,100,88,82,0.4,4695462,62.1
2015,248,2,,92,212,35.7,3,92,92,2.1,2425561,65.8
2014,242,2,0.01,88,477,34.9,3,88,88,2.2,237992,65.9
2013,232,3,0.01,89,1028,34.1,3,89,89,2.5,231652,66.1
2012,232,3,0.01,84,86,33.3,4,84,84,3.7,2263934,65.8
2011,268,3,7.84,82,79,32.5,4,85,82,4.7,2215621,64.3
2010,299,3,7.58,83,3138,31.8,4,83,83,6.2,217317,63
2009,36,3,7.99,,4076,31,4,83,83,8.7,21374,62.4
2008,317,3,6.28,,0,3.2,4,83,83,11.7,216375,61.7
2007,356,3,5.12,,21,29.4,4,81,86,15.2,279915,60
2006,431,3,4.94,,3,28.7,4,74,86,19.2,255734,57
2005,477,3,4.89,,4,27.9,4,86,86,22.1,232196,55.1
2004,483,3,4.8,,4,27.2,4,81,81,24,29228,54.7
2003,471,3,5.28,,262,26.5,4,82,79,24.7,1986535,55
2002,452,3,5.09,,1278,25.8,4,78,77,24.6,1962147,55.7
2001,426,3,5.09,,416,25.1,4,79,78,23.9,1933596,56.5
2000,41,3,5.73,,469,24.5,4,8,79,22.8,1899257,57.4
2013,,0,0.01,87,0,87.3,0,87,87,0.1,,
2015,165,17,,91,1599,19.1,21,9,91,0.1,28656282,69.2
2014,158,18,0.01,92,1279,18.5,22,92,92,0.1,28323241,69.6
2013,162,19,0.27,92,1861,18,24,92,92,0.1,2798531,69.3
2012,167,20,0.26,9,3362,17.4,25,9,9,0.2,27649925,68.9
2011,172,22,0.27,92,2359,16.9,27,92,92,0.2,27327147,68.4
2010,178,23,0.24,82,190,16.4,30,83,82,0.2,2723137,68
2009,183,25,0.22,89,189,15.9,32,93,89,0.2,2674113,67.5
2008,189,27,0.21,82,2089,15.4,35,82,82,0.2,26475859,67
2007,194,29,0.2,82,1415,14.9,38,82,82,0.2,26214847,66.6
2006,21,31,0.2,69,2838,14.4,41,91,89,0.2,2594618,66
2005,28,33,0.2,41,5023,13.9,44,78,75,0.2,2564287,65.4
2004,218,35,0.21,27,12074,13.4,47,8,8,0.2,2539449,64.7
2003,22,38,0.2,2,13344,12.9,50,76,78,0.1,2495623,64.3
2002,238,40,0.19,,6749,12.4,54,72,72,0.1,24566342,63.1
2001,23,43,0.09,,10849,11.9,58,73,72,0.1,24161777,63.2
2000,238,46,0.08,,9397,11.4,62,74,74,0.1,2374911,62.5
2015,57,1,,94,7,62.1,1,95,95,0.1,16939923,81.9
2014,58,1,0.01,92,140,61.6,1,96,96,0.1,168658,81.7
2013,6,1,8.68,51,2632,61,1,97,97,0.1,1684432,81.4
2012,62,1,9.05,2,10,6.5,1,97,97,0.1,16754962,81.1
2011,63,1,8.96,2,51,59.9,1,97,97,0.1,1669374,81.1
2010,64,1,9.33,,15,59.3,1,97,97,0.1,16615394,88
2009,65,1,9.23,,15,58.6,1,97,97,0.1,1653388,86
2008,68,1,9.62,,109,57.9,1,97,97,0.1,16445593,83
2007,68,1,9.53,,10,57.3,1,97,97,0.1,16381696,82
2006,71,1,9.79,,1,56.5,1,96,96,0.1,1634611,79.8
2005,72,1,9.69,,4,55.8,1,96,96,0.1,16319868,79.4
2004,77,1,9.56,,11,55,1,98,98,0.1,16281779,79.2
2003,8,1,9.56,,4,54.2,1,98,98,0.1,1622532,78.7
2002,81,1,9.68,,3,53.4,1,97,97,0.1,16148929,78.4
2001,82,1,9.95,,0,52.6,1,97,97,0.1,164618,78.3
2000,84,1,10.06,,1019,51.8,1,97,97,0.1,15925513,78.1
2015,66,0,8.7,92,10,67.5,0,92,92,0.1,,81.6
2014,67,0,9.07,93,280,66.9,0,93,93,0.1,,81.5
2013,69,0,9.18,93,8,66.4,0,92,92,0.1,,81.3
2012,7,0,9.2,93,68,65.9,0,93,93,0.1,,81.1
2011,72,0,9.47,95,597,65.3,0,95,95,0.1,,86
2010,71,0,9.62,9,43,64.8,0,93,93,0.1,,89
2009,73,0,9.24,93,198,64.3,0,92,92,0.1,,85
2008,75,0,9.49,9,0,63.8,0,89,89,0.1,,81
2007,76,0,9.19,88,25,63.2,0,88,88,0.1,,81
2006,76,0,9.34,87,20,62.6,0,89,89,0.1,,79.9
2005,78,0,9.31,87,20,62.1,0,89,89,0.1,,79.9
2004,79,0,9.15,88,33,61.5,0,87,89,0.1,,79.2
2003,82,0,8.91,89,66,6.9,0,86,9,0.1,,79.1
2002,83,0,9.13,89,21,6.3,0,84,9,0.1,,78.7
2001,83,0,8.75,9,65,59.6,0,82,9,0.1,,78.5
2000,87,0,8.91,9,65,58.9,0,82,9,0.1,,78.6
2015,145,2,,98,0,54,2,99,98,0.1,68235,74.8
2014,148,2,3.55,98,0,53.2,3,99,98,0.1,613997,74.5
2013,157,2,3.58,98,0,52.4,3,99,98,0.1,5945747,73.9
2012,157,2,3.63,98,0,51.7,3,99,98,0.1,587718,73.9
2011,147,3,3.39,98,0,5.9,3,99,98,0.1,58782,74.5
2010,154,3,3.38,98,0,5.2,3,99,98,0.1,5737723,73.2
2009,163,3,3.36,98,0,49.4,3,99,98,0.2,5666581,73.2
2008,169,3,3.64,97,0,48.6,3,97,97,0.2,559456,72.5
2007,173,3,3.83,93,0,47.9,4,93,93,0.2,552216,72.5
2006,17,3,3.69,88,0,47.1,4,88,88,0.3,545211,73
2005,194,3,3.7,86,0,46.4,4,87,86,0.3,5379328,71.2
2004,194,4,3.81,79,0,45.7,4,8,79,0.3,53973,71
2003,198,4,3.77,86,0,44.9,5,86,86,0.3,524879,76
2002,197,4,3.5,85,0,44.2,5,85,85,0.4,5171734,75
2001,193,4,3.51,87,0,43.5,5,89,87,0.4,5175,73
2000,192,4,3.61,83,0,42.8,5,85,83,0.4,526796,73
2015,22,49,,65,7693,19.3,87,65,65,0.4,19896965,61.8
2014,223,49,0.01,68,1142,18.9,88,67,68,0.5,19148219,61.4
2013,227,49,0.01,67,1224,18.5,89,56,67,0.6,18426372,69
2012,232,49,0.01,71,272,18.1,90,71,71,0.7,17731634,63
2011,241,50,0.15,75,771,17.7,93,4,75,0.7,1764636,59.4
2010,252,50,0.12,7,372,17.3,95,75,7,0.9,16425578,58.2
2009,263,51,0.11,71,801,16.9,99,71,71,1.1,15813913,57.1
2008,272,52,0.12,,1317,16.5,102,68,67,1.3,15228525,56
2007,276,53,0.1,,282,16.1,106,57,57,1.4,14668338,55.2
2006,277,54,0.11,,59,15.7,110,52,51,1.5,1413264,54.5
2005,278,55,0.11,,2183,15.4,114,46,45,1.6,13618449,53.7
2004,279,56,0.11,,63057,15,118,45,43,1.6,1312712,52.9
2003,28,56,0.1,,54190,14.6,121,44,41,1.6,1265687,52.1
2002,282,57,0.1,,31584,14.3,124,43,39,1.6,12262,51.4
2001,283,57,0.11,,61208,13.9,127,42,36,1.6,11771976,56
2000,284,58,0.1,,21319,13.6,128,41,34,1.5,11352973,50
2015,344,483,,49,12423,25.4,747,49,49,3.7,181181744,54.5
2014,362,490,0.01,49,6855,24.7,759,49,49,3.9,1764652,53.6
2013,367,498,8.3,46,52852,24.1,773,46,46,3.9,17182933,53.2
2012,374,505,8.54,42,6447,23.5,788,42,42,4.4,167297284,52.7
2011,375,513,8.75,46,18843,22.8,802,48,48,4.7,16287776,52.3
2010,374,521,8.9,49,8491,22.2,817,54,54,4.8,158578261,52
2009,376,527,9.05,63,1272,21.6,832,66,63,4.9,15442181,51.6
2008,386,536,9.3,41,9960,21,848,6,53,5,1534739,59
2007,388,542,9.55,42,2613,2.4,863,54,42,5.2,14641724,55
2006,396,549,9.66,27,704,19.9,879,46,4,5.3,14261494,49.8
2005,4,556,9.71,18,110927,19.3,893,45,36,5.4,138939478,49.2
2004,47,563,9.76,,31521,18.8,907,43,33,5.4,135393616,48.5
2003,41,567,9.75,,141258,18.3,918,42,29,5.4,131972533,48.1
2002,49,571,9.61,,42007,17.8,928,4,25,5.3,12866671,47.7
2001,48,574,9.58,,168107,17.3,936,36,27,5.1,125463434,47.4
2000,45,576,9.23,,212183,16.9,943,31,29,4.9,1223529,47.1
2013,,0,0.01,99,0,77.3,0,99,99,0.1,,
2015,59,0,5.97,,14,61.2,0,95,95,0.1,518867,81.8
2014,61,0,6.06,,3,6.8,0,93,93,0.1,5137232,81.6
2013,62,0,6.21,,8,6.3,0,94,94,0.1,579623,81.5
2012,61,0,6.21,,4,59.8,0,95,95,0.1,518573,81.3
2011,67,0,6.53,,39,59.4,0,94,94,0.1,495388,81.1
2010,66,0,6.59,,3,58.9,0,93,93,0.1,4889252,81
2009,67,0,6.68,,2,58.5,0,94,94,0.1,4828726,89
2008,67,0,6.75,,4,58,0,94,94,0.1,4768212,86
2007,67,0,6.6,,0,57.5,0,93,93,0.1,479153,85
2006,7,0,6.47,,0,57,0,94,94,0.1,466677,84
2005,73,0,6.37,,0,56.5,0,91,91,0.1,4623291,81
2004,77,0,6.22,,7,55.9,0,92,92,0.1,459191,79.8
2003,78,0,6.04,,8,55.3,0,92,92,0.1,4564855,79.4
2002,81,0,5.89,,5,54.6,0,93,93,0.1,4538159,78.9
2001,82,0,5.49,,4,54,0,91,91,0.1,4513751,78.8
2000,85,0,5.67,,0,53.3,0,91,9,0.1,449967,78.5
2015,99,1,,99,0,54.6,1,99,99,0.1,,76.6
2014,11,1,0.4,99,0,53.5,1,99,99,0.1,,76.4
2013,12,1,0.46,98,0,52.8,1,99,98,0.1,,76.2
2012,14,1,0.51,98,13,52.3,1,99,98,0.1,,76
2011,15,1,0.54,99,5,52,1,99,99,0.1,,75.8
2010,16,1,0.56,99,3,51.8,1,99,99,0.1,,75.6
2009,18,1,0.56,98,19,51.5,1,96,98,0.1,,75.4
2008,19,1,0.57,99,18,51.1,1,97,99,0.1,,75.2
2007,113,1,0.57,99,24,5.6,1,97,99,0.1,,74.9
2006,115,1,0.58,99,13,5.1,1,98,98,0.1,,74.7
2005,118,1,0.63,99,25,49.5,1,99,99,0.1,,74.3
2004,122,1,0.61,99,18,48.9,1,99,99,0.1,,74
2003,127,1,0.56,99,1,48.1,1,99,99,0.1,,73.6
2002,13,1,0.54,99,5,47.3,1,99,99,0.1,,73.3
2001,134,1,0.55,99,15,46.5,1,99,99,0.1,,72.9
2000,138,1,0.38,99,15,45.9,1,99,99,0.1,,72.6
2015,161,352,,72,386,25.4,433,72,72,0.1,18938513,66.4
2014,162,359,0.01,72,1370,24.7,442,72,72,0.1,185546257,66.2
2013,163,365,0.04,72,8749,23.9,450,72,72,0.1,181712595,66
2012,165,369,0.04,72,8046,23.2,456,72,72,0.1,177911533,65.7
2011,167,371,0.04,74,4386,22.5,459,75,74,0.1,174184265,65.5
2010,172,372,0.04,82,4321,21.9,461,82,82,0.1,1756182,65.1
2009,175,371,0.03,78,863,21.3,460,7,71,0.1,1674958,64.8
2008,177,369,0.03,65,1129,2.6,460,7,62,0.1,16364463,64.6
2007,178,367,0.03,75,2801,2.1,459,75,75,0.1,16332974,64.4
2006,179,365,0.03,78,7641,19.5,458,77,78,0.1,15793993,64.2
2005,2,364,0.04,7,2981,18.9,459,78,77,0.1,15399667,62.9
2004,183,364,0.01,65,4248,18.4,461,65,65,0.1,15783,63.7
2003,185,366,0.01,63,4740,17.9,466,69,67,0.1,1477341,63.5
2002,187,371,0.01,,3903,17.4,474,71,68,0.1,144654143,63.2
2001,189,377,0.01,,3849,16.9,483,68,65,0.1,14161437,63
2000,19,385,0.02,,2064,16.4,495,65,62,0.1,138523285,62.8
2013,,0,,99,0,83.3,0,99,99,0.1,292,
2015,118,1,,73,0,57.8,1,72,73,0.1,3969249,77.8
2014,119,1,6.74,8,0,57.1,1,8,8,0.1,393986,77.6
2013,118,1,6.89,8,0,56.3,1,81,8,0.1,3838462,77.5
2012,12,1,6.95,85,0,55.6,1,87,85,0.1,3772938,77.2
2011,121,1,6.9,87,4,54.9,1,91,87,0.1,377782,77.3
2010,122,1,6.94,94,0,54.2,2,95,94,0.1,3643222,76.5
2009,127,1,6.87,85,0,53.4,2,85,85,0.1,3579385,76.8
2008,127,1,6.74,86,0,52.7,2,86,86,0.1,3516268,76.5
2007,124,1,6.16,85,0,51.9,2,84,85,0.2,345387,76.4
2006,125,1,5.72,88,0,51.1,2,98,88,0.1,339195,76.2
2005,122,1,5.53,92,0,5.3,2,88,92,0.1,333465,75.8
2004,123,1,5.69,95,0,49.5,2,92,95,0.2,3269541,75.8
2003,126,1,5.52,98,0,48.6,2,95,98,0.1,329174,75.5
2002,125,1,5.52,98,0,47.8,2,99,99,0.2,3149265,75.7
2001,124,2,5.43,98,0,46.9,2,95,99,0.1,389684,75.5
